,EPIC,L_bol,L_bol_err,Teff,Tmax,Tmin,clustered,clusterederr,clusterenergy,clusterenergy_err,count_true,energ_true,istart,istop,stars_in_bin,tobs
39,211846954,8.357184523416163e+31,2.79025363293769e+31,3500,7000.0,3000.0,100.20041741110639,18.338613636507297,2.918323086555216e+32,1.4864950274608367e+32,4.0,7.822758703244783e+32,1752.0,1754.0,768,126.28550308008217
37,211846954,8.357184523416163e+31,2.79025363293769e+31,3500,7000.0,3000.0,211.51811303728496,38.35514201178415,6.16043533999175e+32,3.1275266534107978e+32,4.0,7.824683468158223e+32,251.0,254.0,768,126.28550308008217
474,212020850,1.950113960413546e+31,6.95997016907608e+30,3100,7000.0,3000.0,830.7008291537154,147.5185011598009,4.1437969100795545e+32,2.34650910780099e+32,3.4285714285714284,7.877961197699572e+32,1684.0,1686.0,768,126.28550308008217
114,211912940,1.3742317915994988e+32,5.53749986589713e+31,3650,7000.0,3000.0,127.07212746937937,22.115727782592707,6.574964410222569e+32,3.289045140687878e+32,2.6666666666666665,8.007443359302646e+32,2983.0,2986.0,768,126.28550308008217
11,211827220,1.091591113123216e+32,3.141851780902868e+31,3550,7000.0,3000.0,85.49813263295584,14.504104928343091,3.290166192166952e+32,1.652013033295704e+32,2.428571428571429,8.098901288443415e+32,931.0,934.0,768,126.28550308008217
346,211981575,1.950113960413546e+31,6.95997016907608e+30,3100,7000.0,3000.0,775.0804087387436,133.9152211161901,3.866344765860932e+32,2.1708095980447516e+32,2.0,8.210427853083415e+32,3081.0,3086.0,768,126.28550308008217
149,211923569,1.091591113123216e+32,3.141851780902868e+31,3550,7000.0,3000.0,112.4117802751589,20.081215497569293,4.32586569639376e+32,2.2109658614810224e+32,1.1666666666666667,8.263026262329699e+32,2113.0,2118.0,768,126.28550308008217
538,212111862,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,505.1849647581922,89.66046405434626,4.9595901873693404e+32,2.9762819626857073e+32,2.25,8.410499466971499e+32,1653.0,1655.0,768,126.28550308008217
209,211940224,8.357184523416163e+31,2.79025363293769e+31,3500,7000.0,3000.0,162.7004748947603,27.8258577826008,4.738628484258662e+32,2.3568605723273154e+32,3.230769230769231,8.514775023964502e+32,2727.0,2730.0,768,126.28550308008217
468,212018959,1.950113960413546e+31,6.95997016907608e+30,3100,7000.0,3000.0,506.0442410794398,91.66395222785941,2.524307775983345e+32,1.4384145063257537e+32,3.8333333333333335,8.5562976734547e+32,2778.0,2780.0,768,126.28550308008217
129,211915860,1.577829208301114e+32,6.357900525068292e+31,3700,7000.0,3000.0,47.57596949102057,10.002809165633861,3.1051609140420006e+32,1.6563592977591668e+32,4.2,8.635280576378148e+32,1320.0,1322.0,768,126.28550308008217
513,212078299,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,465.0910247231973,83.85598644576827,4.5659729472645894e+32,2.7529443651863675e+32,2.0,8.686040212669136e+32,1039.0,1041.0,768,126.28550308008217
65,211896957,1.2304387258962846e+31,7.082974670228428e+30,3030,7000.0,3000.0,1896.9508872532929,345.6594144530082,5.419783166365276e+32,2.7113526661156284e+32,2.0,8.730574566229155e+32,2417.0,2419.0,768,126.28550308008217
278,211955417,2.500690771102743e+32,4.606442633383174e+31,3870,7000.0,3000.0,41.580174251761264,11.410273222323568,4.519498473890662e+32,2.615151869686716e+32,2.7142857142857144,8.782646665914237e+32,3230.0,3232.0,768,126.28550308008217
46,211885995,1.577829208301114e+32,6.357900525068292e+31,3700,7000.0,3000.0,72.13394942787586,24.80954030628649,4.7079969727405676e+32,3.140748554391066e+32,1.4615384615384615,9.20728051200507e+32,2460.0,2464.0,768,126.28550308008217
446,212013132,2.897743840299961e+32,8.673992300987034e+31,3940,7000.0,3000.0,37.18973201067658,7.697577143666457,4.3989647722716174e+32,2.2031254257464256e+32,1.8888888888888888,9.267376669405111e+32,2191.0,2193.0,768,126.28550308008217
311,211971354,1.3742317915994988e+32,5.53749986589713e+31,3650,7000.0,3000.0,94.98449760797592,17.42144004957181,4.914686672305878e+32,2.5045758055336868e+32,2.4,9.405389124221908e+32,2094.0,2096.0,768,126.28550308008217
493,212031039,3.388909656562385e+31,2.926219821264045e+31,3250,7000.0,3000.0,496.1775029424139,93.79056807561628,4.871160557924567e+32,2.979456084975281e+32,2.6666666666666665,9.505283836126893e+32,439.0,441.0,768,126.28550308008217
449,212013619,8.357184523416163e+31,2.79025363293769e+31,3500,7000.0,3000.0,177.67802183725323,42.33541343778982,5.17484743575174e+32,2.9218080141445035e+32,3.0,9.693164419877125e+32,831.0,836.0,768,126.28550308008217
95,211906287,4.227270036854636e+32,1.5087155904928934e+32,4070,7000.0,3000.0,26.418874463324112,4.740492782262177,5.2410674505425544e+32,2.828620051400381e+32,1.4166666666666665,9.980820175956124e+32,2419.0,2421.0,768,126.28550308008217
121,211913859,6.761763726573059e+31,2.257582772077468e+31,3410,7000.0,3000.0,207.32673797800356,37.665525033871425,4.4660834734600614e+32,2.758010519421858e+32,2.1666666666666665,1.0073051065856819e+33,450.0,452.0,768,126.28550308008217
552,212171351,8.357184523416163e+31,2.79025363293769e+31,3500,7000.0,3000.0,292.9691558082418,52.57875196360305,8.532685523014766e+32,4.31596361683092e+32,1.8571428571428572,1.0312337506131385e+33,484.0,488.0,768,126.28550308008217
201,211939462,1.3742317915994988e+32,5.53749986589713e+31,3650,7000.0,3000.0,90.6746786327223,16.36888236800781,4.6916880734697735e+32,2.3773729132241345e+32,3.75,1.0408665684803853e+33,1603.0,1605.0,768,126.28550308008217
203,211939462,1.3742317915994988e+32,5.53749986589713e+31,3650,7000.0,3000.0,91.5557804428561,17.615895887140343,4.737278032171051e+32,2.4567671770890303e+32,3.75,1.0408665684803853e+33,2232.0,2234.0,768,126.28550308008217
